number,values_0,values_1,datetime_start,datetime_complete,duration,params_imp_type,params_isomorphic,params_kd_dropout,params_kd_lamb,params_kd_lr_power,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay_power,params_mpp,params_mpp_lr_power,params_mpp_scheduler,params_mpp_warnup,params_mpp_weight_decay_power,params_prune_mlp,params_prune_rate,params_prune_step,params_prune_type,params_scheduler,params_warnup,system_attrs_NSGAIISampler:generation,state
97,0.431,10.43672826,24:49.2,25:21.1,0 days 00:00:31.967695,group,TRUE,0.6,0.05,2,0.995,,FALSE,TRUE,0.3,0.45,1,TRUE,5,TRUE,0.1,5,FALSE,0.85,3,bnscale,FALSE,,1,COMPLETE
27,0.430666667,11.87814345,48:38.0,49:14.3,0 days 00:00:36.283586,group,FALSE,,0.4,5,0.99,,,TRUE,0,0.45,2,TRUE,3,FALSE,,2,TRUE,0.8,4,base,TRUE,0,0,COMPLETE
18,0.393666667,11.95716605,43:44.1,44:20.6,0 days 00:00:36.501023,lamp,FALSE,,0.25,2,0.995,,,FALSE,0.15,,0,TRUE,4,TRUE,0.45,1,TRUE,0.85,3,bnscale,FALSE,,0,COMPLETE
79,0.358333333,11.69263096,15:21.8,15:57.5,0 days 00:00:35.696227,fpgm,FALSE,,0.4,6,0.9,,,FALSE,0.2,,5,TRUE,2,TRUE,0.35,1,TRUE,0.7,2,group,TRUE,0.4,1,COMPLETE
65,0.356333333,11.03873048,07:59.4,08:33.2,0 days 00:00:33.788182,group,FALSE,0.7,0.25,5,0.9,,TRUE,TRUE,0.1,0.25,1,TRUE,5,TRUE,0.3,1,FALSE,0.55,1,group,TRUE,0,1,COMPLETE
40,0.353666667,10.75774434,55:09.1,55:42.0,0 days 00:00:32.905486,group,TRUE,0.35,0.85,6,0.9,,TRUE,FALSE,0.2,,3,TRUE,2,TRUE,0,4,FALSE,0.85,1,base,FALSE,,0,COMPLETE
0,0.328333333,9.462588602,33:46.2,34:15.1,0 days 00:00:28.959115,,,0.4,0.3,3,0.99,,TRUE,FALSE,0.2,,0,FALSE,,,,,,,,,FALSE,,0,COMPLETE
56,0.310333333,8.90114279,03:22.4,03:49.7,0 days 00:00:27.232166,,,0.65,0.6,4,0.995,,TRUE,FALSE,0.15,,0,FALSE,,,,,,,,,FALSE,,1,COMPLETE
64,0.280666667,10.65967619,07:26.7,07:59.3,0 days 00:00:32.630553,fpgm,TRUE,0.2,0,4,0.995,,FALSE,FALSE,0,,0,TRUE,3,FALSE,,2,FALSE,0.65,3,group,TRUE,0.4,1,COMPLETE
77,0.258666667,12.08306314,14:17.1,14:54.0,0 days 00:00:36.883075,group,FALSE,,0.15,6,0.99,,,FALSE,0.15,,5,TRUE,3,FALSE,,2,TRUE,0.8,3,base,TRUE,0.4,1,COMPLETE
80,0.243666667,12.75078624,15:57.6,16:36.4,0 days 00:00:38.857968,group,FALSE,,0.85,6,0.9,,,FALSE,0.2,,3,TRUE,2,FALSE,,2,TRUE,0.7,3,bnscale,FALSE,,1,COMPLETE
