number,values_0,values_1,datetime_start,datetime_complete,duration,params_feat_loss,params_reset,params_temperature,system_attrs_NSGAIISampler:generation,state,params_prune_rate,params_momentum,params_momentum,params_kd_lr,params_kd_weight_decay,params_lamb,params_alpha,params_kd_warmup,params_kd_scheduler,params_kd_T_0,params_label_smoothing
3,0.7302890371130495,0.7,2025-05-17 14:50:03.061701,2025-05-17 14:50:50.613420,0 days 00:00:47.551719,mse,True,,0,COMPLETE,0.7,0.99,0.99,5.398371022833625e-05,0.0002871892480523373,3.5,0.5,0.1,False,,0.25
23,0.7295479163103588,0.7,2025-05-17 15:07:45.177217,2025-05-17 15:08:42.953651,0 days 00:00:57.776434,cwd,False,4.25,0,COMPLETE,0.7,0.99,0.99,2.628830546408314e-05,0.024239748057767983,4.5,0.25,0.1,True,30.0,0.3
24,0.7292058605552705,0.6,2025-05-17 15:08:42.979673,2025-05-17 15:09:38.744418,0 days 00:00:55.764745,mse,True,,0,COMPLETE,0.6,0.9,0.9,0.00532001874844129,0.007125952186054664,0.0,2.75,0.1,False,,0.1
5,0.7277236189498888,0.7,2025-05-17 14:51:35.184257,2025-05-17 14:52:24.439647,0 days 00:00:49.255390,cwd,False,4.75,0,COMPLETE,0.7,0.995,0.995,8.586752120153562e-05,0.0001092866651961811,1.25,3.5,0.1,False,,0.15000000000000002
90,0.7243600706915228,0.5,2025-05-17 16:16:57.002741,2025-05-17 16:17:44.027585,0 days 00:00:47.024844,cwd,False,4.25,1,COMPLETE,0.5,0.99,0.99,0.00018361867560273028,0.011208121137240604,2.25,4.25,0.0,False,,0.1
22,0.722535773331053,0.6,2025-05-17 15:06:46.197094,2025-05-17 15:07:45.153414,0 days 00:00:58.956320,cwd,True,3.25,0,COMPLETE,0.6,0.9,0.9,0.0002512414995943113,0.019830516663637672,0.5,0.5,0.05,False,,0.2
54,0.721452596773274,0.7,2025-05-17 15:49:53.387847,2025-05-17 15:50:40.042498,0 days 00:00:46.654651,cwd,False,2.5,1,COMPLETE,0.7,0.995,0.995,2.1508926513606496e-05,2.153204547276524e-05,4.0,2.5,0.1,False,,0.2
40,0.7211675503107008,0.7,2025-05-17 15:30:11.861164,2025-05-17 15:31:23.744367,0 days 00:01:11.883203,cwd,False,4.75,0,COMPLETE,0.7,0.995,0.995,2.1508926513606496e-05,2.153204547276524e-05,4.0,2.5,0.1,False,,0.2
13,0.7164927883244969,0.7,2025-05-17 14:58:10.217523,2025-05-17 14:59:01.100537,0 days 00:00:50.883014,cwd,False,1.25,0,COMPLETE,0.7,0.8,0.8,0.0018686879342169047,0.5079314649129325,3.5,0.5,0.0,False,,0.3
68,0.7162077418619234,0.7,2025-05-17 16:00:39.701550,2025-05-17 16:01:26.070012,0 days 00:00:46.368462,cwd,False,4.0,1,COMPLETE,0.7,0.99,0.99,0.0018686879342169047,0.5079314649129325,3.5,0.5,0.1,True,60.0,0.0
43,0.7161507325694089,0.6,2025-05-17 15:34:03.429821,2025-05-17 15:35:24.918723,0 days 00:01:21.488902,cwd,False,1.0,0,COMPLETE,0.6,0.9,0.9,0.0002541503806739201,0.12376009543323954,1.75,0.0,0.05,True,60.0,0.3
113,0.7160367139843795,0.7,2025-05-17 16:34:41.878038,2025-05-17 16:35:30.838504,0 days 00:00:48.960466,cwd,False,4.0,2,COMPLETE,0.7,0.995,0.995,0.0018686879342169047,0.5079314649129325,3.5,2.0,0.15,False,,0.3
4,0.7155806396442621,0.7,2025-05-17 14:50:50.638641,2025-05-17 14:51:35.160929,0 days 00:00:44.522288,mse,False,,0,COMPLETE,0.7,0.8,0.8,1.5013745958774355e-05,4.54500203302417e-05,4.75,2.75,0.0,False,,0.0
