number,values_0,values_1,datetime_start,datetime_complete,duration,params_feat_loss,params_reset,params_temperature,system_attrs_NSGAIISampler:generation,state,params_prune_rate,params_momentum,params_momentum,params_kd_lr,params_kd_weight_decay,params_lamb,params_alpha,params_kd_warmup,params_kd_scheduler,params_kd_T_0,params_label_smoothing
29,0.7173333333333334,0.5,2025-05-17 02:36:56.485871,2025-05-17 02:37:21.115152,0 days 00:00:24.629281,mse,False,,0,COMPLETE,0.5,0.995,0.995,3.5937390987662384e-05,0.00016307771351100071,2.75,2.5,0.1,True,90.0,0.25
12,0.717,0.6,2025-05-17 02:29:54.408946,2025-05-17 02:30:17.199998,0 days 00:00:22.791052,mse,False,,0,COMPLETE,0.6,0.9,0.9,0.00038231069960434154,0.005720032329100439,5.0,3.5,0.0,False,,0.0
60,0.7166666666666667,0.6,2025-05-17 02:49:47.474451,2025-05-17 02:50:10.527237,0 days 00:00:23.052786,mse,False,,1,COMPLETE,0.6,0.9,0.9,0.00038231069960434154,0.005720032329100439,5.0,0.5,0.15,False,,0.0
89,0.7166666666666667,0.7,2025-05-17 03:01:48.618648,2025-05-17 03:02:14.166919,0 days 00:00:25.548271,cwd,False,5.0,1,COMPLETE,0.7,0.99,0.99,0.0021033358929848874,1.7451042133037916e-05,3.5,2.25,0.15,False,,0.3
8,0.7166666666666667,0.7,2025-05-17 02:27:54.590300,2025-05-17 02:28:38.060770,0 days 00:00:43.470470,cwd,False,4.0,0,COMPLETE,0.7,0.99,0.99,6.417060922214524e-05,0.01178534549898418,1.75,0.5,0.0,False,,0.05
109,0.7160000000000001,0.7,2025-05-17 03:10:13.669349,2025-05-17 03:10:38.869966,0 days 00:00:25.200617,cwd,False,2.5,2,COMPLETE,0.7,0.9,0.9,0.001439902085301698,4.7733163399300084e-05,3.25,1.0,0.05,True,150.0,0.05
103,0.7159999999999999,0.7,2025-05-17 03:07:46.459666,2025-05-17 03:08:11.912804,0 days 00:00:25.453138,cwd,False,2.75,2,COMPLETE,0.7,0.995,0.995,0.00028397674310717835,6.653205056785309e-05,1.25,1.0,0.1,True,30.0,0.2
37,0.7156666666666666,0.6,2025-05-17 02:40:11.106804,2025-05-17 02:40:36.479157,0 days 00:00:25.372353,cwd,False,5.0,0,COMPLETE,0.6,0.995,0.995,4.639272519012178e-05,0.04537208301463123,1.5,1.25,0.15,False,,0.05
96,0.7153333333333333,0.6,2025-05-17 03:04:48.971971,2025-05-17 03:05:14.359313,0 days 00:00:25.387342,cwd,True,1.0,1,COMPLETE,0.6,0.995,0.995,0.001439902085301698,4.7733163399300084e-05,3.0,3.75,0.05,True,30.0,0.05
1,0.7149999999999999,0.6,2025-05-17 02:24:48.736813,2025-05-17 02:25:13.519903,0 days 00:00:24.783090,cwd,True,1.0,0,COMPLETE,0.6,0.995,0.995,0.0036504568032052864,0.0006895484194958162,2.5,5.0,0.05,True,120.0,0.0
66,0.7146666666666667,0.5,2025-05-17 02:52:15.249760,2025-05-17 02:52:41.853054,0 days 00:00:26.603294,cwd,True,4.75,1,COMPLETE,0.5,0.9,0.9,0.0036504568032052864,0.0006895484194958162,3.25,5.0,0.0,True,30.0,0.1
88,0.714,0.7,2025-05-17 03:01:25.872661,2025-05-17 03:01:48.594708,0 days 00:00:22.722047,mse,False,,1,COMPLETE,0.7,0.99,0.99,6.855152069346782e-05,0.9302281326646036,2.0,0.5,0.0,True,120.0,0.0
