number,values_0,values_1,datetime_start,datetime_complete,duration,params_imp_type,params_isomorphic,params_kd_dropout,params_kd_lamb,params_kd_lr_power,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay_power,params_mpp,params_mpp_lr_power,params_mpp_scheduler,params_mpp_warnup,params_mpp_weight_decay_power,params_prune_mlp,params_prune_rate,params_prune_step,params_prune_type,params_scheduler,params_warnup,system_attrs_NSGAIISampler:generation,state
83,0.94422658,18.47221739,02:30.6,03:26.7,0 days 00:00:56.037291,,,0.55,0.7,3,0.99,layer,TRUE,TRUE,0.25,0.25,3,FALSE,,,,,,,,,TRUE,0.45,1,COMPLETE
52,0.943572985,18.19399622,32:21.8,33:17.0,0 days 00:00:55.193643,,,0.5,0.7,3,0.99,batch,TRUE,FALSE,0,,4,FALSE,,,,,,,,,TRUE,0.15,1,COMPLETE
88,0.943572985,18.46641789,07:17.9,08:14.0,0 days 00:00:56.031586,,,0.45,0,3,0.995,batch,FALSE,FALSE,0.05,,4,FALSE,,,,,,,,,TRUE,0.25,1,COMPLETE
18,0.94204793,18.38803115,42:36.2,43:32.0,0 days 00:00:55.799733,,,0.7,0.5,2,0.995,batch,FALSE,TRUE,0.05,0.3,5,FALSE,,,,,,,,,TRUE,0.2,0,COMPLETE
37,0.94204793,19.92630265,16:22.7,17:23.2,0 days 00:01:00.447178,lamp,FALSE,0.75,0.1,4,0.9,batch,FALSE,FALSE,0.05,,4,TRUE,4,FALSE,,2,FALSE,0.8,5,base,FALSE,,0,COMPLETE
41,0.939433551,24.37552443,20:15.9,21:29.7,0 days 00:01:13.809039,fpgm,FALSE,,0.9,3,0.995,,,TRUE,0,0,4,TRUE,4,TRUE,0.05,2,TRUE,0.55,5,base,FALSE,,0,COMPLETE
76,0.939215686,18.47790731,56:10.1,57:06.1,0 days 00:00:56.031926,,,0.1,0.7,3,0.995,layer,TRUE,FALSE,0.05,,3,FALSE,,,,,,,,,TRUE,0,1,COMPLETE
12,0.938126362,18.25162467,36:12.5,37:10.1,0 days 00:00:57.586440,,,0.1,0.9,4,0.9,batch,TRUE,TRUE,0.25,0.1,3,FALSE,,,,,,,,,FALSE,,0,COMPLETE
60,0.937254902,18.04207957,40:17.0,41:11.8,0 days 00:00:54.751100,,,0.55,0.4,3,0.9,batch,FALSE,TRUE,0.1,0.15,2,FALSE,,,,,,,,,FALSE,,1,COMPLETE
91,0.935947712,17.81124897,10:28.6,11:22.6,0 days 00:00:54.081396,,,0.15,0.9,4,0.9,batch,TRUE,TRUE,0.25,0.05,3,FALSE,,,,,,,,,FALSE,,1,COMPLETE
32,0.933551198,20.21823249,11:28.8,12:30.1,0 days 00:01:01.326367,group,TRUE,0.5,0.05,4,0.995,batch,FALSE,FALSE,0.05,,2,TRUE,5,TRUE,0.2,5,FALSE,0.55,3,base,FALSE,,0,COMPLETE
25,0.926797386,18.56712573,04:47.9,05:44.2,0 days 00:00:56.320111,,,0.15,0.6,3,0.9,batch,TRUE,FALSE,0.25,,2,FALSE,,,,,,,,,TRUE,0.25,0,COMPLETE
53,0.926143791,20.95832517,33:17.0,34:20.6,0 days 00:01:03.554036,lamp,TRUE,0.3,0.4,2,0.9,,TRUE,TRUE,0.1,0.05,4,TRUE,2,TRUE,0.05,5,FALSE,0.7,5,group,FALSE,,1,COMPLETE
11,0.924618736,18.11751499,35:17.6,36:12.5,0 days 00:00:54.929840,,,0.8,0.7,3,0.99,batch,TRUE,FALSE,0.05,,2,FALSE,,,,,,,,,FALSE,,0,COMPLETE
82,0.918954248,17.87982146,01:36.3,02:30.6,0 days 00:00:54.270322,,,0.7,0,3,0.995,batch,FALSE,FALSE,0.2,,2,FALSE,,,,,,,,,TRUE,0.4,1,COMPLETE
85,0.917429194,20.86813768,04:23.0,05:26.3,0 days 00:01:03.304480,group,FALSE,0.2,0.85,3,0.99,batch,FALSE,FALSE,0,,3,TRUE,4,FALSE,,1,FALSE,0.85,1,group,FALSE,,1,COMPLETE
55,0.910893246,25.9043532,35:13.5,36:31.9,0 days 00:01:18.384366,fpgm,FALSE,,0.1,4,0.9,,,FALSE,0.05,,4,TRUE,4,FALSE,,2,TRUE,0.6,3,base,TRUE,0.1,1,COMPLETE
38,0.898474946,19.71790588,17:23.2,18:23.1,0 days 00:00:59.842196,lamp,TRUE,0.3,0.2,3,0.995,,TRUE,FALSE,0.05,,4,TRUE,3,TRUE,0.4,3,FALSE,0.75,2,base,TRUE,0.4,0,COMPLETE
9,0.894335512,17.28533599,33:32.8,34:25.3,0 days 00:00:52.448455,,,0.4,0.25,3,0.99,layer,FALSE,FALSE,0.15,,2,FALSE,,,,,,,,,TRUE,0.3,0,COMPLETE
68,0.877342048,21.59112357,48:14.9,49:20.4,0 days 00:01:05.521506,lamp,TRUE,0.25,0.5,5,0.995,batch,TRUE,TRUE,0.05,0.2,5,TRUE,5,TRUE,0.5,0,FALSE,0.7,4,base,FALSE,,1,COMPLETE
