number,values_0,values_1,datetime_start,datetime_complete,duration,params_imp_type,params_isomorphic,params_kd_dropout,params_kd_lamb,params_kd_lr_power,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay_power,params_mpp,params_mpp_lr_power,params_mpp_scheduler,params_mpp_warnup,params_mpp_weight_decay_power,params_prune_mlp,params_prune_rate,params_prune_step,params_prune_type,params_scheduler,params_warnup,system_attrs_NSGAIISampler:generation,state
68,0.937908497,25.30489649,53:46.7,55:03.3,0 days 00:01:16.557850,group,TRUE,,0.75,2,0.99,,,FALSE,0.3,,4,TRUE,5,FALSE,,0,TRUE,0.85,4,bnscale,FALSE,,1,COMPLETE
50,0.936601307,43.67336804,20:52.6,23:04.2,0 days 00:02:11.627610,,,0.4,0.55,3,0.9,batch,FALSE,TRUE,0.1,0.15,2,FALSE,,,,,,,,,FALSE,,0,COMPLETE
107,0.936165577,38.22296423,05:51.6,07:46.8,0 days 00:01:55.288482,,,0.65,0.65,3,0.9,,TRUE,FALSE,0.3,,5,FALSE,,,,,,,,,FALSE,,1,COMPLETE
19,0.935294118,29.20505577,59:32.3,01:00.6,0 days 00:01:28.309503,lamp,TRUE,0.65,0.1,3,0.995,batch,TRUE,FALSE,0.05,,4,TRUE,2,FALSE,,4,FALSE,0.5,3,base,TRUE,0.2,0,COMPLETE
79,0.930283224,37.391685,18:00.8,19:53.6,0 days 00:01:52.791474,,,0.2,0.4,2,0.99,layer,FALSE,FALSE,0,,3,FALSE,,,,,,,,,FALSE,,1,COMPLETE
83,0.92788671,21.27300181,24:41.2,25:45.7,0 days 00:01:04.481559,lamp,FALSE,,0.3,3,0.9,,,TRUE,0.1,0.45,3,TRUE,4,TRUE,0.35,2,TRUE,0.9,5,base,FALSE,,1,COMPLETE
67,0.924836601,43.33982304,51:36.0,53:46.7,0 days 00:02:10.670774,,,0.25,0.3,3,0.9,layer,TRUE,TRUE,0.15,0.4,2,FALSE,,,,,,,,,TRUE,0.15,1,COMPLETE
75,0.922222222,43.11148594,07:08.9,09:18.8,0 days 00:02:09.945804,,,0.7,0.55,3,0.9,layer,FALSE,TRUE,0.1,0.35,2,FALSE,,,,,,,,,FALSE,,1,COMPLETE
20,0.905882353,37.59056063,01:00.6,02:54.0,0 days 00:01:53.373824,,,0.6,0,2,0.9,batch,FALSE,TRUE,0.25,0,2,FALSE,,,,,,,,,FALSE,,0,COMPLETE
88,0.903703704,28.63479394,32:37.4,34:04.0,0 days 00:01:26.576491,fpgm,FALSE,,0.05,2,0.99,,,TRUE,0.1,0.15,4,TRUE,3,FALSE,,4,TRUE,0.6,2,group,TRUE,0.45,1,COMPLETE
34,0.900217865,32.4661941,40:36.8,42:14.8,0 days 00:01:38.042126,fpgm,FALSE,,0.05,5,0.9,,,TRUE,0.25,0.5,5,TRUE,5,FALSE,,1,TRUE,0.55,1,base,FALSE,,0,COMPLETE
22,0.898474946,37.80256612,04:02.9,05:56.9,0 days 00:01:53.994147,,,0.65,0.75,3,0.995,,TRUE,TRUE,0.3,0.35,4,FALSE,,,,,,,,,FALSE,,0,COMPLETE
73,0.896514161,42.42257288,02:48.6,04:56.5,0 days 00:02:07.879463,,,0.45,0.85,3,0.995,,TRUE,TRUE,0.25,0.25,4,FALSE,,,,,,,,,FALSE,,1,COMPLETE
33,0.890196078,40.52708624,38:34.6,40:36.8,0 days 00:02:02.171816,,,0.15,0.3,5,0.995,batch,TRUE,FALSE,0.3,,3,FALSE,,,,,,,,,FALSE,,0,COMPLETE
80,0.884749455,37.19340689,19:53.7,21:45.8,0 days 00:01:52.177705,,,0.8,0,2,0.9,batch,FALSE,TRUE,0.25,0.4,2,FALSE,,,,,,,,,FALSE,,1,COMPLETE
74,0.88453159,43.90068947,04:56.5,07:08.8,0 days 00:02:12.303904,,,0.35,0.55,3,0.9,batch,TRUE,TRUE,0.1,0.45,1,FALSE,,,,,,,,,TRUE,0.45,1,COMPLETE
8,0.875599129,27.29620225,33:38.1,35:00.7,0 days 00:01:22.590467,fpgm,TRUE,0.25,0.3,3,0.99,layer,TRUE,FALSE,0.15,,2,TRUE,3,TRUE,0.5,5,FALSE,0.6,1,base,TRUE,0.3,0,COMPLETE
64,0.875599129,42.89417129,46:03.6,48:12.9,0 days 00:02:09.315469,,,0.15,0.15,3,0.99,batch,TRUE,TRUE,0.3,0.2,1,FALSE,,,,,,,,,TRUE,0.2,1,COMPLETE
32,0.871895425,40.88984623,36:31.3,38:34.6,0 days 00:02:03.279677,,,0.2,0.05,3,0.99,batch,FALSE,TRUE,0.3,0,1,FALSE,,,,,,,,,TRUE,0.1,0,COMPLETE
18,0.8708061,37.56676094,57:38.9,59:32.3,0 days 00:01:53.329168,,,0.1,0.15,3,0.99,batch,FALSE,TRUE,0.3,0.05,1,FALSE,,,,,,,,,TRUE,0.3,0,COMPLETE
51,0.868409586,19.91974877,23:04.2,24:04.6,0 days 00:01:00.421908,lamp,TRUE,0.3,0.75,4,0.9,batch,FALSE,FALSE,0,,1,TRUE,5,FALSE,,4,FALSE,0.85,2,bnscale,FALSE,,0,COMPLETE
1,0.863834423,38.34199677,28:54.9,30:48.2,0 days 00:01:53.305428,,,0.75,0.8,2,0.99,batch,TRUE,FALSE,0.25,,5,FALSE,,,,,,,,,TRUE,0.45,0,COMPLETE
94,0.844008715,37.94773721,42:40.0,44:34.4,0 days 00:01:54.451204,,,0.7,0.3,5,0.9,batch,FALSE,FALSE,0.3,,3,FALSE,,,,,,,,,FALSE,,1,COMPLETE
53,0.840740741,33.37995376,26:15.5,27:56.3,0 days 00:01:40.823999,fpgm,FALSE,,0.5,4,0.995,,,TRUE,0.3,0.4,5,TRUE,2,TRUE,0.35,1,TRUE,0.55,1,base,FALSE,,0,COMPLETE
59,0.833551198,31.80578369,37:02.0,38:38.1,0 days 00:01:36.178047,group,FALSE,0.3,0.9,2,0.99,batch,FALSE,TRUE,0.1,0.45,1,TRUE,4,TRUE,0.15,2,FALSE,0.5,2,group,FALSE,,1,COMPLETE
54,0.826579521,43.78331401,27:56.3,30:08.3,0 days 00:02:11.953060,,,0.1,0.2,5,0.9,batch,FALSE,FALSE,0.25,,2,FALSE,,,,,,,,,FALSE,,0,COMPLETE
27,0.783224401,25.34206747,25:17.7,26:34.5,0 days 00:01:16.707030,group,FALSE,0.45,0.5,2,0.9,batch,TRUE,TRUE,0,0.2,1,TRUE,4,FALSE,,2,FALSE,0.8,3,bnscale,FALSE,,0,COMPLETE
91,0.781045752,38.76102387,37:53.8,39:50.7,0 days 00:01:56.922364,,,0.2,0.9,3,0.99,layer,TRUE,TRUE,0.3,0.2,1,FALSE,,,,,,,,,TRUE,0.05,1,COMPLETE
72,0.776688453,42.30604696,00:41.1,02:48.6,0 days 00:02:07.532904,,,0.75,0.9,2,0.995,batch,FALSE,TRUE,0.05,0.05,1,FALSE,,,,,,,,,FALSE,,1,COMPLETE
57,0.764052288,27.52521531,33:29.4,34:52.7,0 days 00:01:23.238136,fpgm,TRUE,,0.25,2,0.995,,,TRUE,0.2,0.3,2,TRUE,4,FALSE,,0,TRUE,0.75,5,base,TRUE,0.25,0,COMPLETE
5,0.75577342,19.2834315,17:55.2,18:53.9,0 days 00:00:58.673050,fpgm,FALSE,0.45,0.5,2,0.995,layer,FALSE,FALSE,0.15,,2,TRUE,4,FALSE,,3,FALSE,0.9,2,base,TRUE,0.3,0,COMPLETE
90,0.754684096,39.30505213,35:55.2,37:53.8,0 days 00:01:58.556209,,,0.2,0.8,2,0.9,batch,TRUE,FALSE,0.25,,4,FALSE,,,,,,,,,TRUE,0.4,1,COMPLETE
12,0.748366013,19.39752909,40:31.0,41:29.9,0 days 00:00:58.871419,lamp,FALSE,0.8,0.6,6,0.9,batch,FALSE,TRUE,0.3,0.3,3,TRUE,5,FALSE,,2,FALSE,0.9,2,group,TRUE,0.25,0,COMPLETE
84,0.724836601,26.43620468,25:45.7,27:05.7,0 days 00:01:20.015138,lamp,TRUE,0.15,0.1,6,0.99,batch,FALSE,TRUE,0.1,0.2,5,TRUE,5,TRUE,0.05,1,FALSE,0.6,2,base,TRUE,0.3,1,COMPLETE
69,0.71459695,24.59205277,55:03.3,56:17.7,0 days 00:01:14.458489,fpgm,FALSE,,0.9,5,0.9,,,FALSE,0.2,,3,TRUE,2,TRUE,0.05,5,TRUE,0.85,5,base,TRUE,0.05,1,COMPLETE
82,0.707843137,27.15505781,23:19.0,24:41.2,0 days 00:01:22.191980,group,TRUE,0.75,0.6,4,0.9,layer,FALSE,TRUE,0.3,0.2,1,TRUE,2,TRUE,0.05,0,FALSE,0.55,2,bnscale,TRUE,0.45,1,COMPLETE
66,0.666013072,42.34123204,49:28.3,51:36.0,0 days 00:02:07.635571,,,0.45,0.45,2,0.99,,FALSE,TRUE,0.25,0,3,FALSE,,,,,,,,,FALSE,,1,COMPLETE
95,0.645098039,37.37165989,44:34.5,46:27.2,0 days 00:01:52.699540,,,0.1,0.45,2,0.9,batch,TRUE,FALSE,0.25,,3,FALSE,,,,,,,,,TRUE,0.35,1,COMPLETE
29,0.613943355,50.31886127,29:12.0,31:43.6,0 days 00:02:31.565685,,,0.75,0.05,2,0.995,layer,TRUE,FALSE,0.3,,2,FALSE,,,,,,,,,TRUE,0.2,0,COMPLETE
