number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_power,params_imp_type,params_norm,params_num_layers,params_prune_type,params_residual,state
49,0.900399855,59:21.5,08:36.4,0 days 00:09:14.894205,0.6,8,group,,4,group,FALSE,COMPLETE
141,0.90003635,39:50.4,45:24.3,0 days 00:05:33.858347,0.8,8,lamp,,3,group,FALSE,COMPLETE
4,0.899794014,42:07.2,51:43.3,0 days 00:09:36.106053,0.3,7,fpgm,,2,bnscale,TRUE,COMPLETE
8,0.898703502,41:18.4,49:11.0,0 days 00:07:52.537266,0.7,9,lamp,layer,1,group,FALSE,COMPLETE
178,0.89821883,09:36.3,15:11.2,0 days 00:05:34.901879,0.8,8,lamp,,3,group,FALSE,COMPLETE
0,0.897612989,51:35.7,00:41.5,0 days 00:09:05.778570,0.2,7,group,,2,base,FALSE,COMPLETE
99,0.896885981,39:02.1,45:32.7,0 days 00:06:30.605746,0.7,8,group,,4,group,FALSE,COMPLETE
19,0.893735611,29:32.5,37:07.7,0 days 00:07:35.275622,0.7,7,fpgm,,2,bnscale,TRUE,COMPLETE
39,0.891675754,39:03.9,49:23.8,0 days 00:10:19.851658,0.8,8,group,batch,5,group,FALSE,COMPLETE
40,0.89070641,49:23.8,55:09.1,0 days 00:05:45.325411,0,6,group,batch,2,group,FALSE,COMPLETE
33,0.884526839,05:09.6,10:37.7,0 days 00:05:28.040259,0.8,6,fpgm,batch,1,bnscale,FALSE,COMPLETE
3,0.880407125,22:03.8,42:07.2,0 days 00:20:03.428575,0,9,group,layer,4,bnscale,TRUE,COMPLETE
1,0.826487338,00:41.5,12:25.6,0 days 00:11:44.064370,0.6,6,group,,5,bnscale,TRUE,COMPLETE
28,0.724827336,34:55.0,40:21.4,0 days 00:05:26.387448,0.7,6,lamp,,1,bnscale,TRUE,COMPLETE
187,0.641342542,00:31.9,09:08.3,0 days 00:08:36.345654,0.8,8,lamp,batch,6,group,FALSE,COMPLETE
9,0.424694051,49:11.0,00:08.5,0 days 00:10:57.563067,0.8,6,group,batch,6,group,FALSE,COMPLETE
94,,10:26.7,,,0.7,8,group,batch,3,group,FALSE,RUNNING
