number,values_0,values_1,datetime_start,datetime_complete,duration,params_imp_type,params_isomorphic,params_kd_dropout,params_kd_lamb,params_kd_lr_power,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay_power,params_mpp,params_mpp_lr_power,params_mpp_scheduler,params_mpp_warnup,params_mpp_weight_decay_power,params_prune_mlp,params_prune_rate,params_prune_step,params_prune_type,params_scheduler,params_warnup,system_attrs_NSGAIISampler:generation,state
1,0.493333333,19.08819806,59:11.6,00:09.5,0 days 00:00:57.902017,,,0.55,0.85,6,0.99,layer,FALSE,FALSE,0.3,,4,FALSE,,,,,,,,,TRUE,0.3,0,COMPLETE
20,0.490666667,19.2805457,16:06.7,17:04.3,0 days 00:00:57.517351,,,0.8,0.15,6,0.9,layer,FALSE,FALSE,0.1,,4,FALSE,,,,,,,,,FALSE,,0,COMPLETE
61,0.462666667,19.52371936,52:24.1,53:34.1,0 days 00:01:09.953367,fpgm,TRUE,,0.25,2,0.9,,,TRUE,0.2,0.15,0,TRUE,4,TRUE,0.5,1,TRUE,0.55,5,group,TRUE,0.1,1,COMPLETE
4,0.424,18.10418767,01:56.6,02:51.6,0 days 00:00:54.933014,,,0.7,0.25,3,0.99,,FALSE,TRUE,0,0.3,1,FALSE,,,,,,,,,FALSE,,0,COMPLETE
32,0.422,16.58473105,27:02.3,27:52.3,0 days 00:00:50.041248,group,TRUE,,0.5,6,0.995,,,TRUE,0.05,0.1,1,TRUE,4,TRUE,0.4,1,TRUE,0.7,4,bnscale,FALSE,,0,COMPLETE
42,0.412,13.5375514,35:39.3,36:20.2,0 days 00:00:40.904017,fpgm,FALSE,0.3,0.1,2,0.995,,FALSE,FALSE,0.15,,1,TRUE,5,FALSE,,3,FALSE,0.75,5,bnscale,FALSE,,0,COMPLETE
74,0.402666667,17.38912709,04:39.7,05:32.0,0 days 00:00:52.329671,group,TRUE,,0.15,5,0.995,,,FALSE,0.15,,1,TRUE,5,FALSE,,2,TRUE,0.65,3,group,TRUE,0.2,1,COMPLETE
90,0.395,17.7460411,18:44.1,19:36.9,0 days 00:00:52.841184,group,FALSE,,0.05,6,0.995,,,TRUE,0.2,0.5,1,TRUE,2,FALSE,,1,TRUE,0.65,2,bnscale,FALSE,,1,COMPLETE
48,0.390666667,16.68441199,40:36.7,41:26.5,0 days 00:00:49.792797,lamp,TRUE,,0.15,2,0.995,,,FALSE,0.2,,0,TRUE,2,TRUE,0,4,TRUE,0.7,4,bnscale,FALSE,,0,COMPLETE
67,0.39,17.39299746,58:08.9,59:00.7,0 days 00:00:51.770460,fpgm,FALSE,,0.1,5,0.9,,,TRUE,0.15,0.45,1,TRUE,3,TRUE,0.2,2,TRUE,0.6,4,bnscale,FALSE,,1,COMPLETE
18,0.389,18.31073157,14:18.6,15:14.2,0 days 00:00:55.599238,,,0.55,0.3,4,0.99,,FALSE,TRUE,0.25,0.35,0,FALSE,,,,,,,,,TRUE,0.3,0,COMPLETE
47,0.387,19.12044709,39:39.7,40:36.7,0 days 00:00:56.990189,,,0.6,0.1,5,0.99,,TRUE,TRUE,0.2,0.25,0,FALSE,,,,,,,,,TRUE,0.25,0,COMPLETE
62,0.326666667,18.7460899,53:34.1,54:30.5,0 days 00:00:56.391918,,,0.6,0.35,5,0.99,,FALSE,FALSE,0.15,,0,FALSE,,,,,,,,,FALSE,,1,COMPLETE
33,0.277,16.3174521,27:52.3,28:42.0,0 days 00:00:49.647790,group,FALSE,,0.35,6,0.99,,,TRUE,0.25,0.3,0,TRUE,3,FALSE,,1,TRUE,0.7,2,bnscale,FALSE,,0,COMPLETE
34,0.267333333,18.55483982,28:42.0,29:37.9,0 days 00:00:55.910289,,,0.5,0.6,5,0.99,,FALSE,TRUE,0.15,0.2,0,FALSE,,,,,,,,,FALSE,,0,COMPLETE
