number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_power,params_imp_type,params_norm,params_num_layers,params_prune_type,params_residual,state
9,0.741747905,06:46.8,07:35.9,0 days 00:00:49.100881,0.6,6,fpgm,layer,1,group,TRUE,COMPLETE
65,0.741063793,17:42.3,19:18.3,0 days 00:01:36.058273,0.7,8,fpgm,layer,3,base,TRUE,COMPLETE
1,0.731030158,53:32.1,54:53.9,0 days 00:01:21.744039,0.5,7,lamp,batch,3,group,TRUE,COMPLETE
79,0.727438572,34:17.0,35:30.9,0 days 00:01:13.919075,0.7,8,fpgm,batch,2,group,TRUE,COMPLETE
37,0.71637877,40:38.4,41:41.3,0 days 00:01:02.889148,0.6,7,lamp,batch,2,base,TRUE,COMPLETE
75,0.713414287,29:56.4,31:10.0,0 days 00:01:13.544910,0.8,8,fpgm,layer,2,base,TRUE,COMPLETE
6,0.71312924,01:13.8,04:00.6,0 days 00:02:46.815387,0.7,9,fpgm,batch,4,base,TRUE,COMPLETE
38,0.709195599,41:41.3,42:51.1,0 days 00:01:09.732882,0.5,7,lamp,,3,base,TRUE,COMPLETE
99,0.697223647,58:05.7,00:19.7,0 days 00:02:14.059609,0.7,8,fpgm,layer,5,base,TRUE,COMPLETE
0,0.695570378,50:48.0,53:32.1,0 days 00:02:44.113579,0.6,8,lamp,layer,6,base,TRUE,COMPLETE
4,0.692320848,58:18.0,59:15.8,0 days 00:00:57.751348,0,6,fpgm,batch,2,group,FALSE,COMPLETE
29,0.688216179,31:32.5,32:31.5,0 days 00:00:59.043541,0.6,7,lamp,,2,base,FALSE,COMPLETE
3,0.676985349,56:36.3,58:18.0,0 days 00:01:41.768641,0,7,fpgm,batch,5,base,TRUE,COMPLETE
48,0.663873211,55:26.0,56:52.4,0 days 00:01:26.372988,0.7,7,fpgm,layer,3,base,TRUE,COMPLETE
35,0.644376033,38:33.0,39:35.3,0 days 00:01:02.271905,0.7,7,group,batch,2,group,FALSE,COMPLETE
50,0.555156491,58:02.3,00:18.4,0 days 00:02:16.036557,0.6,7,fpgm,layer,6,base,TRUE,COMPLETE
40,0.461889288,44:38.6,45:55.7,0 days 00:01:17.062780,0.7,6,lamp,layer,3,base,TRUE,COMPLETE
2,0.392052905,54:53.9,56:36.2,0 days 00:01:42.346192,0,6,group,,6,base,TRUE,COMPLETE
7,0.35049313,04:00.7,05:20.8,0 days 00:01:20.162030,0.7,6,lamp,,4,bnscale,FALSE,COMPLETE
39,0.289037113,42:51.1,44:38.6,0 days 00:01:47.489905,0.8,7,lamp,layer,5,base,TRUE,COMPLETE
5,0.28521749,59:15.8,01:13.8,0 days 00:01:57.988736,0.8,6,lamp,layer,6,group,TRUE,COMPLETE
